Name,Description,Locations,Logo URL,Topics,Industry Tags,Stage,Head Count,Active Jobs Count
Metamaterial Inc.,"META is an award winning Global Cleantech 100 company and innovator of advanced materials which are engineered at nanoscale to control light and other forms of energy. META’s sustainable multi-use, higher performance products employ lightweight raw materials and processes to consume less energy and offer superior performance. META has a growing patent portfolio and is currently developing new materials with diverse applications for the automotive, aerospace, energy, consumer electronics and medical industries. META is headquartered in Halifax, Nova Scotia and has R&D and Sales offices in London, UK and Silicon Valley. For additional information on META, please visit www.metamaterial.com.","Halifax, NS, Canada, Dartmouth, NS, Canada",https://cdn.filestackcontent.com/WG9yGeAcRAunVsdHrA2X,"B2B, Energy, Hardware (non-robotics), Research","DeepTech, Health, Information Technology, Manufacturing, Software, Sustainability",ipo,4,4
Knockri,"Knockri is an AI video skills assessment tool that uses a similar way to measure employers. The company helps reduce unconscious bias and shortlists the best-fit job candidates to interview, during the early screening process of hiring. It also helps eliminate unsuccessful interviews, by merging video intelligence, artificial intelligence, and science to quantify soft skills like confidence and empathy. Knockri's algorithm is blind and has been trained not to account for skin color, race, ethnicity, gender, appearance, or sexual preference as measures of desirability for a hire. The company's video and written screening platforms can seamlessly integrate into the existing Applicant Tracking System, that can easily plug-in their ready to go algorithm (API) into the existing interview and conference platforms.","Toronto, ON, Canada",https://cdn.filestackcontent.com/0XAy1b49Q5OAPw0vB30E,"B2B, HR, SaaS, Software","Hardware, Information Technology, Software",other,2,4
Financeit,"Financeit offers a comprehensive suite of tools and technologies designed to simplify complex sales transactions for businesses and their customers. Financeit's point-of-sale financing platform helps businesses of any size close more sales by offering customers affordable monthly payment options for their next big home improvement, vehicle or retail purchase. For larger enterprise businesses, Financeit delivers an integrated suite of home improvement solutions at scale, including leads and workflow management, live contact agents, financing and promotions, performance assurance and category development. Financeit has partnered with over 8,000 merchants to process more than $5 billion in loan applications and was named Canadian Lenders Association's 2019 Company of the Year in Lending.","Toronto, ON, Canada",https://cdn.filestackcontent.com/MMFY5NR3qcGNVQDrfUQW,"B2B, Finance, SaaS, Software","Ecommerce & Marketplace, Finance, Software",other,4,4
Rockport Networks,"Rockport’s switchless networking is replacing the traditional data center network architecture with a power-efficient direct interconnect architecture that scales performance, improves security, and radically reduces costs across the board. Rockport is backed by a world-leading research and development team with a track record in enterprise execution and deep industry relationships. The team is committed to helping its customers simplify the network.","Kanata, Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/rOZVXL5dQPiRAJC5sGII,"100-499, Agnostic (all), B2B, SaaS, Software","Information Technology, Software",other,3,4
Nicoya Lifesciences,Nicoya is a provider of advanced analytical instruments for the biotechnology and pharmaceutical industries.,"Waterloo, ON, Canada, Kitchener, ON, Canada",https://cdn.filestackcontent.com/fZ7QJvQBRn6H6hmrdYWV,C100 alumni,"Biotechnology, DeepTech, Hardware, Health, Software",series_a,3,4
InitLive Inc.,"InitLive is a cloud service and mobile device app for event workforce management, non-profit program volunteer management and CSR (Corporate Social Responsibility) employee volunteer initiatives. InitLive takes a mobile-first approach to managing the most mobile of resources, the team on the ground. The cloud-based system includes a web service and mobile device app for managing staff and volunteers. The app has features that no other system provides including a real-time communication system and comprehensive scheduling service for up to the minute scheduling changes. Managers can quickly find out when people don't show up for their shift, effortlessly contact a person in a specific role and immediately see problems as they occur for timely issue resolution. The web service permits the manager to create their own roles and skills, set up one-day/one-venue or multi-week/multi-venue schedules and track sign-up progress. The tool improves the end-to-end experience for the team, and by extension, the customers they are supporting. It reduces set up time, keeps managers organized and increases staff communication, creating an overall safer volunteer space. InitLive has 5 granted patents and 2 pending. No other competitor can manage all three initiatives (events, programs and CSR) in one tool. InitLive can manage weekly programs requiring 5-10 staff, or huge multi-site events that need thousands of volunteers. InitLive also has an open API for connecting to other related technologies. InitLive has also just embarked on a niche solution for food banks who have been hit especially hard from Covid. We have partnered with other technology companies to provide a complete service. InitLive does the volunteer management, but also provides a unique integration for food delivery, allowing for route optimization and vehicle capacity.","Kanata, Ottawa, ON, Canada","https://cdn.filestackcontent.com/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/yDAB37cQKqFhDM6HwblQ",,"Finance, Food, Information Technology, Media, Software, Sports",seed,1,4
Fellow.app,"Fellow is the best tool for meetings. From 1-on-1s to team meetings, build collaborative meeting agendas, assign action items & record decisions.","Ottawa, ON, Canada",https://cdn.filestackcontent.com/36K4zPAMQh20F9ppolsc,"AI/ML, B2B, C100 alumni, HR, Productivity, SaaS, Software",Software,other,3,4
Riipen,"Riipen is an experiential education platform for universities and colleges so that their students graduate with the employable skills and industry connections that will get them relevant employment upon graduation. We connect faculty and students, inside and out of the classroom, to companies that want a more effective and engaging way to create brand awareness and recruit on campuses across the globe.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/eJ6wAcqSKuy744hbNXFs,"100-499, B2B, Education, Marketplace, Software","Education, Software",seed,3,4
Vector Institute,"Vector Institute will be a leader in the transformative field of artificial intelligence, excelling in machine and deep learning — an area of scientific, academic, and commercial endeavor that will shape our world over the next generation. We are building on Canada’s outstanding pool of globally recognized AI expertise by training, attracting and retaining more top researchers who want to lead the world in machine learning and deep learning research, while having the flexibility to work on commercial applications with companies or in their own startups.","Toronto, ON, Canada",https://cdn.filestackcontent.com/14cvV1RyQeGPy6Dyv8M3,"AI/ML, Ecosystem organization","DeepTech, Education, Software",other,4,4
FlipGive,FlipGive helps brands acquire new customers & drive loyalty. Our team funding app allows our members to pool their spend as a group to earn cash from everyday shopping spend. We're aggregating the traditionally fragmented youth sports market to create a direct digital channel between our 700+ merchant partners & the North American youth sports market.,"Toronto, ON, Canada",https://cdn.filestackcontent.com/MDnXHYirSx6nvzrcYBxe,"10-49, B2C, Ecommerce/product, Female founded, Finance, Oneeleven, Social enterprise, Software","Finance, Sales and Marketing, Software, Sports",series_a,2,4
